nombre,fecha,download_url
HOMICIDIO INTENCIONAL.xlsx,"{'value': '2026-02-23T23:19:16.486Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTD2155DC1726D4A21B0B8267F91325AB5/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
LESIONES ACCIDENTES DE TRÁNSITO.xlsx,"{'value': '2026-02-24T00:03:42.256Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT4DA40868407D4752B24BE742D8BF0452/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
LESIONES COMUNES.xlsx,"{'value': '2026-02-24T00:04:17.574Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT53C09FE87BE14ACE904069DB6848C811/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
MASACRES.xlsx,"{'value': '2026-02-24T00:03:04.774Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT7B88CCACEDD441E3984D326E3696DB5E/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
VIOLENCIA INTRAFAMILIAR.xlsx,"{'value': '2026-02-23T23:09:34.291Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT93A3E06E0C134EF197783385D56AABBF/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
PUENTES Y VÍAS.xlsx,"{'value': '2026-02-23T23:16:04.953Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT19B22F2F695A4CDD8EFE44B2A88A8AFE/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
TERRORISMO.xlsx,"{'value': '2026-02-23T23:17:05.662Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTDF4D607F36A147BBAD763111C365256E/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
VOLADURA DE OLEODUCTOS.xlsx,"{'value': '2026-02-23T23:17:27.146Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTA4D0847400934551B61A93D9C6B0E521/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
DELITOS SEXUALES.xlsx,"{'value': '2026-02-23T23:14:33.514Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTEBEA4A10A270484195D139CF815742F3/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
DESMOVILIZADOS ELN.xlsx,"{'value': '2026-02-24T00:05:52.676Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT28FBFDEE1CEB493B8271EE7CED2A3B38/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
DESVINCULADOS.xlsx,"{'value': '2026-02-24T00:06:17.775Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT2A060A992EAD4BACBB5528FF71832EE7/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
SOMETIDOS.xlsx,"{'value': '2026-02-24T00:05:18.999Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT9DFC7BF965144F9DB8FD36DAA77CBBE6/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
ASPERSION.xlsx,"{'value': '2026-02-23T21:22:48.687Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTE4534BAE0AAD44848EA01BEF27F3647A/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
DESTRUCCIÓN DE INFRAESTRUCTURAS.xlsx,"{'value': '2026-02-23T21:23:29.520Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/MIGRATED_D55325AEF2D674CF0287A7C70A3F4AAB86A68A14C6C7/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
ERRADICACIÓN.xlsx,"{'value': '2026-02-23T21:23:58.707Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT6B4DEA18B71846339D43D1B6DA9F9895/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HOJA DE COCA.xlsx,"{'value': '2026-02-23T21:24:29.665Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT8352C2BCCD8046FD9C7D0375BECA0EFE/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INCAUTACIÓN DE BASE DE COCA.xlsx,"{'value': '2026-02-23T21:24:54.158Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT5C7AF3004351456698F65A3B0E0D2835/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INCAUTACIÓN DE BASUCO.xlsx,"{'value': '2026-02-23T21:25:12.161Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTED6AD91E36534AE29196A57A1F928BB7/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INCAUTACIÓN DE COCAINA.xlsx,"{'value': '2026-02-23T21:25:31.634Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT9C2611CEC797459DADED5AE32FEE1008/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INCAUTACIÓN DE HEROINA.xlsx,"{'value': '2026-02-23T21:25:47.932Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTE9B47819DFC348978204C2FD98F9AD80/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INCAUTACIÓN DE MARIHUANA.xlsx,"{'value': '2026-02-23T21:26:07.375Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTBAD6CD00BFFC4A309B7B4E427C6423F8/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INSUMOS LIQUIDOS.xlsx,"{'value': '2026-02-23T21:26:28.882Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT6427606A5C364B30B63583959A93042B/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INSUMOS SOLIDOS.xlsx,"{'value': '2026-02-23T21:26:43.056Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT1BA5A5E4535848B0906C0319B89A667F/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
EXTORSIÓN.xlsx,"{'value': '2026-02-23T21:31:08.951Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT7154F2FB1B264CDCAD9A48A3BEE58A77/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO A COMERCIO.xlsx,"{'value': '2026-02-23T21:30:41.096Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT1F6023E051B746DAA1F3E4075209A882/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO A RESIDENCIAS.xlsx,"{'value': '2026-02-23T21:30:20.218Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT278B01DD860B435DB5ECC2AB6ABC3EDB/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO ABIGEATO.xlsx,"{'value': '2026-02-23T21:29:59.342Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTA10A2B7AA8244E908DE49ADC66350C71/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO DE VEHÍCULOS.xlsx,"{'value': '2026-02-23T21:29:44.281Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT2BF65517CF044CC19DD6CB5BB4A7B411/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO ENTIDADES FINANCIERAS.xlsx,"{'value': '2026-02-23T21:29:24.178Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT253B6D0EC16D4FC58A6A28EE5C40634E/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
HURTO PERSONAS.xlsx,"{'value': '2026-02-23T21:29:06.564Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTEBDF030F568F49A4A73563ADB8DBA8AB/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
INVASIÓN DE TIERRAS.xlsx,"{'value': '2026-02-23T21:28:17.440Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONTFFC7807A03264C39B2A068EA6C732896/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
PIRATERÍA TERRESTRE.xlsx,"{'value': '2026-02-23T23:08:11.237Z', 'timezone': 'UTC'}",https://www.mindefensa.gov.co/sites/web/content/published/api/v1.1/assets/CONT3521D1E9F98A443995EC01D2E046D974/native?siteId=Sitio-Web-Ministerio-Defensa&channelToken=86fd5ad8af1b4db2b56bfc60a05ec867
